132.000000,170.000000,0.500000

132.138250,170.224730,0.500000

132.250550,170.478365,0.500000

132.332450,170.757860,0.500000

132.379800,171.059550,0.500000

132.388800,171.379165,0.500000

132.356250,171.711930,0.500000

132.279600,172.052550,0.500000

132.156830,172.395400,0.500000

131.986700,172.734480,0.500000

131.768750,173.063570,0.500000

131.503250,173.376310,0.500000

131.191250,173.666320,0.500000

130.834780,173.927260,0.500000

130.436500,174.152950,0.500000

130.000000,174.337500,0.500000

129.529600,174.475340,0.500000

129.030450,174.561430,0.500000

128.508250,174.591230,0.500000

127.969350,174.560885,0.500000

127.420850,174.467250,0.500000

126.870050,174.308015,0.500000

126.324800,174.081725,0.500000

125.793180,173.787840,0.500000

125.283450,173.426790,0.500000

124.803835,173.000000,0.500000

124.362670,172.509900,0.500000

123.967925,171.959950,0.500000

123.627380,171.354550,0.500000

123.348300,170.699125,0.500000

123.137500,170.000000,0.500000

123.001050,169.264390,0.500000

122.944275,168.500275,0.500000

122.971680,167.716370,0.500000

123.086730,166.922030,0.500000

123.291900,166.127090,0.500000

123.588530,165.341810,0.500000

123.976800,164.576700,0.500000

124.455700,163.842440,0.500000

125.022920,163.149660,0.500000

125.675000,162.508900,0.500000

126.407150,161.930360,0.500000

127.213400,161.423860,0.500000

128.086670,160.998600,0.500000

129.018615,160.663100,0.500000

129.999970,160.425000,0.500000

131.020450,160.290985,0.500000

132.068850,160.266615,0.500000

133.133425,160.356275,0.500000

134.201550,160.563065,0.500000

135.260375,160.888670,0.500000

136.296630,161.333390,0.500000

137.296850,161.895980,0.500000

138.247620,162.573730,0.500000

139.135800,163.362400,0.500000

139.948425,164.256210,0.500000

140.673220,165.247910,0.500000

141.298525,166.328825,0.500000

141.813570,167.488890,0.500000

142.208600,168.716765,0.500000

142.475000,169.999940,0.500000

142.605600,171.324850,0.500000

142.594480,172.676970,0.500000

142.437470,174.041100,0.500000

142.131900,175.401400,0.500000

141.676950,176.741610,0.500000

141.073450,178.045250,0.500000

140.324200,179.295835,0.500000

139.433700,180.477050,0.500000

138.408325,181.572935,0.500000

137.256315,182.568150,0.500000

135.987580,183.448120,0.500000

134.613700,184.199250,0.500000

133.147900,184.809150,0.500000

131.604675,185.266725,0.500000

130.000100,185.562500,0.500000

128.351165,185.688600,0.500000

126.675935,185.638975,0.500000

124.993250,185.409530,0.500000

123.322480,184.998170,0.500000

121.683400,184.404940,0.500000

120.095900,183.631990,0.500000

118.579680,182.683685,0.500000

117.154175,181.566550,0.500000

115.838200,180.289250,0.500000

114.649720,178.862565,0.500000

113.605680,177.299285,0.500000

112.721680,175.614120,0.500000

112.011870,173.823550,0.500000

111.488650,171.945665,0.500000

111.162500,170.000030,0.500000

111.041930,168.007460,0.500000

111.133150,165.989750,0.500000

111.440125,163.969550,0.500000

111.964325,161.970000,0.500000

112.704750,160.014585,0.500000

113.657865,158.126740,0.500000

114.817565,156.329650,0.500000

116.175230,154.646000,0.500000

117.719725,153.097600,0.500000

119.437530,151.705200,0.500000

121.312800,150.488175,0.500000

123.327600,149.464300,0.500000

125.461850,148.649475,0.500000

127.693815,148.057525,0.500000

130.000050,147.700000,0.500000

132.355900,147.585970,0.500000

134.735475,147.721900,0.500000

137.112120,148.111465,0.500000

139.458770,148.755540,0.500000

141.748050,149.652070,0.500000

143.952665,150.796035,0.500000

146.045870,152.179475,0.500000

148.001550,153.791535,0.500000

149.794750,155.618500,0.500000

151.401735,157.643900,0.500000

152.800650,159.848700,0.500000

153.971450,162.211410,0.500000

154.896350,164.708330,0.500000

155.560050,167.313750,0.500000

155.950000,170.000230,0.500000

156.056450,172.738890,0.500000

155.872770,175.499700,0.500000

155.395500,178.251785,0.500000

154.624500,180.963835,0.500000

153.562950,183.604415,0.500000

152.217470,186.142300,0.500000

150.597900,188.546875,0.500000

148.717600,190.788465,0.500000

146.592900,192.838760,0.500000

144.243450,194.671080,0.500000

141.691650,196.260775,0.500000

138.962675,197.585510,0.500000

136.084165,198.625580,0.500000

133.085875,199.364135,0.500000

129.999575,199.787500,0.500000

126.858500,199.885350,0.500000

123.697050,199.650820,0.500000

120.550600,199.080800,0.500000

117.454775,198.175825,0.500000

114.445400,196.940350,0.500000

111.557800,195.382600,0.500000

108.826630,193.514600,0.500000

106.285250,191.352110,0.500000

103.965500,188.914475,0.500000

101.897185,186.224500,0.500000

100.107790,183.308210,0.500000

98.622070,180.194650,0.500000

97.461790,176.915560,0.500000

96.645325,173.505065,0.500000

96.187500,169.999330,0.500000

96.099300,166.436200,0.500000

96.387725,162.854765,0.500000

97.055600,159.295000,0.500000

98.101550,155.797150,0.500000

99.519835,152.401500,0.500000

101.300490,149.147800,0.500000

103.429275,146.074770,0.500000

105.887770,143.219740,0.500000

108.653600,140.618165,0.500000

111.700500,138.303175,0.500000

114.998720,136.305160,0.500000

118.515150,134.651430,0.500000

122.213685,133.365815,0.500000

126.055800,132.468340,0.500000

130.000500,131.974990,0.500000

134.005220,131.897430,0.500000

138.026000,132.242765,0.500000

142.018065,133.013535,0.500000

145.936300,134.207460,0.500000

149.735750,135.817450,0.500000

153.372130,137.831665,0.500000

156.802300,140.233565,0.500000

159.984850,143.001940,0.500000

162.880650,146.111175,0.500000

165.453050,149.531500,0.500000

167.668650,153.229125,0.500000

169.497450,157.166750,0.500000

170.913500,161.303770,0.500000

171.895080,165.596830,0.500000

172.425000,170.000170,0.500000

172.666450,172.236250,0.500000

172.790100,174.497650,0.500000

172.794050,176.778170,0.500000

172.676500,179.071470,0.500000

172.436280,181.371100,0.500000

172.072265,183.670470,0.500000

171.583850,185.962950,0.500000

170.970825,188.241835,0.500000

